,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density,recommend
2125,한남동 그집 선릉역점,경양식,02  34535080,서울특별시 강남구 대치동 890-16번지 ,"[37.5051075, 127.0525455]",61.26,6.17,22.697
2126,밀밭사이,분식,02 5691999,서울특별시 강남구 삼성동 117-2번지 지상1층 ,"[37.5122577, 127.0525942]",78.93,39.52,51.343
2127,레아,일식,02  30114411,서울특별시 강남구 대치동 891-10 지하1층,"[37.5057617, 127.0547936]",50.1,14.04,24.857999999999997
2128,큰물참치(강남점),일식,02  538 2979,서울특별시 강남구 역삼동 826-26번지 비젼타워 102호 ,"[37.4965165, 127.0296054]",70.21,73.03,72.184
2129,장원,한식,02  22990577,서울특별시 강남구 삼성동 149-17번지 지하1층 ,"[37.5115703, 127.0557497]",57.55,76.49,70.80799999999999
2130,류니끄,경양식,02  546 9279,서울특별시 강남구 신사동 520-1번지 지하1층 ,"[37.520663, 127.0215773]",76.37,53.66,60.473
2131,밥스키친,한식,02  5642999,서울특별시 강남구 삼성동 158-10번지 마젤란21아스테리움B105호 ,"[37.5087655, 127.05838]",66.65,18.07,32.644
2132,강남선생,경양식,02  568 3838,서울특별시 강남구 역삼동 826-37번지 쌍용플래티넘밸류 지하139호 ,"[37.49541670000001, 127.0303738]",85.43,22.47,41.358
2133,맥주창고,통닭(치킨),02  578 4731,서울특별시 강남구 도곡동 954-12,"[37.4854019, 127.0348994]",92.82,75.18,80.47200000000001
2134,미래옥,한식,02 5522292,서울특별시 강남구 역삼동 831-48번지 ,"[37.49426649999999, 127.0307188]",75.97,53.83,60.471999999999994
2135,메가박스중앙(주)코엑스지점 부티크카페,패스트푸드,02  60021262,서울특별시 강남구 삼성동 159번지 무역센타 지하1층 ,"[37.5130556, 127.0586111]",76.27,30.69,44.364
2136,모리,한식,02  445 2180,서울특별시 강남구 개포동 13-3번지 대청타워 지하108109호 ,"[37.49050829999999, 127.0792227]",60.26,36.82,43.852
2137,맥주 홀릭,경양식,02 4511502,서울특별시 강남구 개포동 186-11번지 지상2층 201호 ,"[37.4888222, 127.0676436]",85.94,92.62,90.616
2138,압구정대박집,한식,02  544 5289,서울특별시 강남구 신사동 613-3번지 지하1층 ,"[37.5272065, 127.0301094]",75.23,68.82,70.743
2139,구공일(901),경양식,02  547 8441,서울특별시 강남구 논현동 4-20번지 지상2층 ,"[37.5170609, 127.0234592]",50.8,69.55,63.925
2140,휴(HUE),경양식,02  512 8584,서울특별시 강남구 논현동 272-31 삼우빌딩 2층,"[37.5170609, 127.0234592]",72.4,60.29,63.923
2141,주식회사 바랗,한식,02  542 8892,서울특별시 강남구 신사동 630-23번지 삼공빌딩 지하1층 ,"[37.5223468, 127.0351596]",92.43,44.97,59.208
2142,대명참치,통닭(치킨),02  552 5715,서울특별시 강남구 역삼동 705-23번지 ,"[37.5052053, 127.0480145]",55.93,47.58,50.084999999999994
2143,몽리,경양식,02  541 8283,서울특별시 강남구 신사동 541-10번지 (102호) ,"[37.5190268, 127.0235489]",75.09,4.51,25.684
2144,보그(VOGUE),한식,02  566 1804,서울특별시 강남구 역삼동 831-24 (B2),"[37.4948095, 127.0303544]",99.54,17.9,42.391999999999996
2145,(주)송옥에프앤비,경양식,02  514 0040,서울특별시 강남구 신사동 663-18번지 (1층) ,"[37.526686, 127.0387394]",95.97,0.75,29.316
2146,브라운돈까스 분식회사떡심 삼성중앙역점,분식,02 5388555,서울특별시 강남구 삼성동 117번지 쌍용플레티넘1층 101호,"[37.5122834, 127.0517546]",53.92,13.07,25.324999999999996
2147,중리,중국식,02  539 4004,서울특별시 강남구 역삼동 736-22번지 지하1층 ,"[37.4987083, 127.0347463]",62.14,56.6,58.262
2148,돈까스킹,경양식,02  540 1077,서울특별시 강남구 신사동 661-18번지 2층 18호,"[37.5277028, 127.038577]",85.09,81.47,82.556
2149,나주육곱식당 커피 플리즈,패스트푸드,02  567 7210,서울특별시 강남구 삼성동 141-4번지 ,"[37.5056183, 127.0496142]",74.2,45.86,54.361999999999995
2150,메이린(Maylin),경양식,02  34127059,서울특별시 강남구 개포동 186-17번지 ,"[37.4893117, 127.0688124]",51.15,65.07,60.89399999999999
2151,스토리,경양식,02  34481273,서울특별시 강남구 논현동 61-3번지 ,"[37.52023519999999, 127.0311058]",64.01,44.58,50.40899999999999
2152,스시선수,일식,02  514 0812,서울특별시 강남구 신사동 651-16번지 지하1층 ,"[37.5228322, 127.036421]",55.22,44.19,47.498999999999995
2153,부띠끄림코,패스트푸드,02  511 3055,서울특별시 강남구 청담동 122-4번지 1층101호 ,"[37.5255281, 127.0493073]",67.29,89.55,82.872
2154,소노야,중국식,02  32722847,서울특별시 강남구 삼성동 8-2번지 브라운스톤 109호,"[37.5154901, 127.0423523]",97.59,54.29,67.28
2155,(주)핫시즈너 동대문엽기떡볶이,한식,02  521 8592,서울특별시 강남구 논현동 181-14번지 ,"[37.507191, 127.0261032]",58.87,12.44,26.368999999999996
2156,에르메스,경양식,02  533 5563,서울특별시 강남구 역삼동 828-52번지 ,"[37.49623649999999, 127.0339424]",96.34,33.21,52.149
2157,모모코,일식,02  539 9007,서울특별시 강남구 역삼동 678번지 ,"[37.502536, 127.0379475]",58.87,38.35,44.506
2158,(주)신세계푸드 무역센터,한식,02  33976100,서울특별시 강남구 삼성동 159번지 지상2층 ,"[37.5101935, 127.0585824]",95.06,52.3,65.12799999999999
2159,강남역점 홍콩반점0410,중국식,02  553 9295,서울특별시 강남구 역삼동 827-4번지 ,"[37.4966545, 127.0304097]",84.59,52.29,61.97999999999999
2160,치찌중화식탁,한식,02  567 5007,서울특별시 강남구 역삼동 702-25번지 지상1층 ,"[37.5044208, 127.0463754]",52.47,19.65,29.496
2161,압구정 샤브샤브,한식,02  515 2526,서울특별시 강남구 신사동 574-5번지 지상2층 ,"[37.5249519, 127.0251608]",98.62,12.88,38.602
2162,남원골,한식,02  558 2171,서울특별시 강남구 삼성동 115번지 ,"[37.5117586, 127.0499028]",70.0,32.88,44.016000000000005
2163,포메인 강남구청역점,경양식,02  516 6789,서울특별시 강남구 논현동 119번지 ,"[37.517398, 127.0406221]",66.13,84.52,79.00299999999999
2164,논현참족발,한식,02  512 9230,서울특별시 강남구 논현동 234-14번지 ,"[37.5081216, 127.0345256]",81.13,34.92,48.783
2165,전봇대,분식,02  512 2174,서울특별시 강남구 역삼동 669-2번지 지상1층 ,"[37.5036898, 127.0367971]",89.6,72.59,77.693
2166,오마치,한식,02  557 1833,서울특별시 강남구 대치동 900-18번지 ,"[37.5025304, 127.0525351]",75.44,41.59,51.745
2167,룰라톤,경양식,02  512 9994,서울특별시 강남구 신사동 525-15번지 ,"[37.5221565, 127.0208655]",59.43,70.7,67.319
2168,엘리스,경양식,02  34434977,서울특별시 강남구 신사동 650번지 제이제이빌딩 지하1층 ,"[37.5179203, 127.0298846]",69.29,10.52,28.151000000000003
2169,북창동 순두부 강남구청점,한식,02  62006603,서울특별시 강남구 삼성동 8-5번지 지상2층 ,"[37.5154476, 127.0426662]",94.83,3.96,31.220999999999997
2170,콩뿌리 전주콩나물국밥,한식,02  579 2577,서울특별시 강남구 개포동 1217-6번지 ,"[37.4787869, 127.0489602]",55.92,78.53,71.747
2171,고메갈비,한식,02  569 9269,서울특별시 강남구 대치동 891-28번지 지하 110호,"[37.5045644, 127.0541516]",86.63,36.86,51.791
2172,만나밥상,한식,02  34128400,서울특별시 강남구 율현동 101-13번지 ,"[37.4702733, 127.1186282]",55.99,13.94,26.555
2173,핏제리아디부자(주),경양식,02  794 9477,서울특별시 강남구 신사동 534-12번지 ,"[37.5211201, 127.0223678]",64.05,5.48,23.051
2174,원조 아구해물찜,한식,02  561 2378,서울특별시 강남구 대치동 896-46번지 ,"[37.5038379, 127.0535545]",83.15,47.16,57.956999999999994
2175,아리노마마,한식,02  555 4623,서울특별시 강남구 대치동 924-8번지 지상1층지상2층 ,"[37.498404, 127.0541592]",91.39,2.58,29.223
2176,대치동 껍데기,한식,02  564 5070,서울특별시 강남구 대치동 907-8,"[37.5011643, 127.0521848]",74.43,72.2,72.869
2177,압구정프렌즈,분식,02  575 3588,서울특별시 강남구 도곡동 527-3번지 ,"[37.4952942, 127.0526604]",82.7,50.36,60.062
2178,말죽거리,한식,02  34620520,서울특별시 강남구 도곡동 954-18번지 지하1층 2호,"[37.4855873, 127.0358559]",53.47,53.52,53.504999999999995
2179,(주)장스푸드60계 도곡렉슬점,통닭(치킨),02 575 7311,서울특별시 강남구 도곡동 527-3번지 ,"[37.4952942, 127.0526604]",74.44,27.99,41.925
2180,정가네식당,분식,02  445 0856,서울특별시 강남구 일원동 719번지 ,"[37.4837623, 127.0808047]",71.49,96.44,88.955
2181,옛맛 명동칼국수,한식,02  567 0098,서울특별시 강남구 역삼동 707-10번지 ,"[37.50271720000001, 127.0455104]",80.09,2.43,25.728
2182,카페 쏘도베,경양식,02  20506000,서울특별시 강남구 역삼동 642번지 ,"[37.50122, 127.0354604]",90.17,41.78,56.297
2183,엠카페,경양식,02  20506000,서울특별시 강남구 역삼동 642번지 ,"[37.50122, 127.0354604]",80.03,81.31,80.92599999999999
2184,클라우드(KLOUD),경양식,02  20526000,서울특별시 강남구 역삼동 642번지 ,"[37.50122, 127.0354604]",83.71,98.83,94.294
2185,(주)콩부인,경양식,02  34432187,서울특별시 강남구 청담동 90-20번지 ,"[37.5247396, 127.0423789]",96.03,43.07,58.958
2186,(주)우동명가기리야마본진,한식,02  555 8770,서울특별시 강남구 역삼동 824-11번지 ,"[37.4970921, 127.0303724]",91.5,96.04,94.678
2187,본도시락,김밥(도시락),02  511 4282,서울특별시 강남구 신사동 564-4번지 지상1층 ,"[37.5216634, 127.0272738]",53.22,94.74,82.28399999999999
2188,카페화실,경양식,02  32887942,서울특별시 강남구 역삼동 820-2번지 ,"[37.4993913, 127.027599]",59.01,36.42,43.197
2189,맛소담,한식,02  512 1748,서울특별시 강남구 논현동 73-8번지 ,"[37.5183282, 127.0313839]",94.7,99.49,98.05299999999998
2190,해맞이,한식,02  558 9218,서울특별시 강남구 역삼동 736-28번지 ,"[37.49875470000001, 127.0350228]",50.66,24.68,32.474
2191,포메인 신사가로수길점,한식,02  515 9431,서울특별시 강남구 신사동 537-8번지 ,"[37.5178851, 127.0229914]",82.05,86.69,85.29799999999999
2192,상상돈가츠 코엑스점,분식,02  551 5855,서울특별시 강남구 삼성동 159-9,"[37.5102323, 127.0601688]",72.45,7.94,27.293
2193,마담가토(Madam Gato),경양식,02  563 5350,서울특별시 강남구 대치동 896-9번지 ,"[37.5035491, 127.0520347]",57.61,67.97,64.862
2194,(주)캘리스코 사보텐 아워홈빌딩점,일식,02  67197323,서울특별시 강남구 역삼동 830-24번지 ,"[37.4937915, 127.0319089]",98.7,61.55,72.695
2195,미담,한식,02  445 3323,서울특별시 강남구 일원동 666-1번지 지상1층 102호,"[37.4898248, 127.0834885]",89.91,12.3,35.583
2196,소담,한식,02  451 9763,서울특별시 강남구 개포동 12-4번지 ,"[37.4926193, 127.0755689]",85.42,89.25,88.101
2197,CEO의 탄생,패스트푸드,02  716 5600,서울특별시 강남구 신사동 511-7,"[37.5181887, 127.0208098]",59.63,42.7,47.778999999999996
2198,붓처스컷 강남점,경양식,02  66703600,서울특별시 강남구 역삼동 826-14번지 ,"[37.4950229, 127.0297839]",57.63,13.78,26.935000000000002
2199,입e 편한집,한식,02  516 5289,서울특별시 강남구 논현동 277번지 지하1층 ,"[37.5097596, 127.0399303]",80.49,81.15,80.952
2200,예림,중국식,02  566 8686,서울특별시 강남구 역삼동 707-1번지 ,"[37.5028101, 127.0447469]",51.9,93.0,80.66999999999999
2201,(주)캘리스코사보텐대치점,경양식,7075120276,서울특별시 강남구 대치동 989-1번지 지상1층 125호,"[37.4987679, 127.0615973]",57.33,44.9,48.62899999999999
2202,스테이,경양식,02 508 7712,서울특별시 강남구 역삼동 637-24번지 ,"[37.500931, 127.0329579]",96.01,21.93,44.153999999999996
2203,띠아우타이,한식,02  540 2882,서울특별시 강남구 신사동 541-14번지 지하1층 ,"[37.5188361, 127.0235899]",61.34,70.25,67.577
2204,브라운 버니,한식,02  512 3602,서울특별시 강남구 신사동 573번지 ,"[37.5246753, 127.0242899]",89.57,81.02,83.585
2205,유미식당 본점,한식,02  557 2450,서울특별시 강남구 역삼동 671-19번지 지상1층 자상2층 ,"[37.5029699, 127.0384554]",93.43,91.22,91.883
2206,수서 생돈까스,분식,02  445 8284,서울특별시 강남구 수서동 712번지 ,"[37.489418, 127.1036464]",82.61,58.06,65.425
2207,카페 밀브리지,패스트푸드,02  578 5307,서울특별시 강남구 역삼동 832-22번지 ,"[37.4932072, 127.0313126]",71.48,45.02,52.958
2208,일공중식,중국식,02  541 1008,서울특별시 강남구 삼성동 101-9번지 ,"[37.5159317, 127.0652002]",82.27,40.75,53.205999999999996
2209,서백자 간장게장,중국식,02  34536008,서울특별시 강남구 삼성동 151-4번지 석천빌딩 2층 ,"[37.510182, 127.0552691]",92.43,32.53,50.5
2210,본도시락 삼성점,한식,02  564 4282,서울특별시 강남구 삼성동 143-9 창조빌딩,"[37.5072934, 127.0542971]",75.21,91.44,86.571
2211,다빈치(DAVINCI),경양식,02  395 5975,서울특별시 강남구 대치동 997-9번지 지하1층 101호,"[37.5086544, 127.0661619]",53.42,77.83,70.50699999999999
2212,(주)포브라더스,한식,02  574 4147,서울특별시 강남구 도곡동 423-5번지 ,"[37.4840007, 127.0453075]",79.44,11.87,32.141
2213,청송일식,일식,02  415 5430,서울특별시 강남구 개포동 14-5번지 ,"[37.4941483, 127.07879]",67.22,25.87,38.275
2214,VIVACE(비바체),경양식,02  563 6636,서울특별시 강남구 삼성동 157-11번지 지하1층,"[37.50870889999999, 127.0569259]",61.77,83.72,77.13499999999999
2215,자연산 횟집,한식,02  501 3973,서울특별시 강남구 대치동 942-20번지 ,"[37.506353, 127.0583207]",87.71,99.84,96.201
2216,Jan Beers(잔비어스),통닭(치킨),02  34137999,서울특별시 강남구 개포동 13-3 대청타워 지하1층 133호,"[37.49050829999999, 127.0792227]",77.09,40.31,51.343999999999994
2217,(주)신세계조선호텔 호무랑,일식,02  317 0329,서울특별시 강남구 청담동 4-1번지 ,"[37.5232858, 127.0441159]",94.8,95.68,95.416
2218,비비도프,경양식,02  34790189,서울특별시 강남구 삼성동 147-17번지 ,"[37.5128187, 127.0562566]",92.97,34.57,52.089999999999996
2219,빽다방 압구정역지점,패스트푸드,02  515 4940,서울특별시 강남구 신사동 579번지 106호,"[37.52599319999999, 127.026756]",64.1,97.43,87.43099999999998
2220,타피오스 커피 브루어(Tapios Coffee Brewer),경양식,02  501 7587,서울특별시 강남구 대치동 647번지 ,"[37.4928558, 127.0569285]",75.95,97.21,90.832
2221,백암순대국.뼈해장국,한식,02  545 2824,서울특별시 강남구 논현동 166-3,"[37.5079012, 127.0243691]",68.85,47.89,54.178
2222,불티나 식당,한식,02  445 7183,서울특별시 강남구 수서동 746번지 가치상가 지하1층 16호,"[37.4846721, 127.0873935]",84.38,95.73,92.32499999999999
2223,민이한상,한식,02  508 7169,서울특별시 강남구 역삼동 637-17번지 ,"[37.5010957, 127.0321664]",51.16,83.03,73.469
2224,율현,한식,02  34147200,서울특별시 강남구 율현동 101-13번지 ,"[37.4702733, 127.1186282]",72.24,13.35,31.016999999999996
2225,주)성보마리아쥬,한식,02  541 5007,서울특별시 강남구 논현동 92번지 ,"[37.5219756, 127.0363404]",79.02,67.72,71.11
2226,제이 플러스유,경양식,02  517 8435,서울특별시 강남구 신사동 631-36번지 ,"[37.5230026, 127.0352128]",73.82,63.97,66.925
2227,국민고기냉면연구소(논현점),한식,02  518 6998,서울특별시 강남구 논현동 83-17번지 ,"[37.5163635, 127.0341965]",55.99,26.43,35.298
2228,강구항,일식,02  567 6722,서울특별시 강남구 역삼동 677-7,"[37.5030649, 127.0401631]",94.26,43.15,58.483000000000004
2229,본도시락 청담점,김밥(도시락),02  546 4282,서울특별시 강남구 청담동 49-8번지 ,"[37.5239867, 127.0492375]",97.63,15.16,39.900999999999996
2230,(주)팬텀1574,경양식,02  566 3022,서울특별시 강남구 삼성동 157-4번지 ,"[37.5077871, 127.0569216]",84.61,2.81,27.349999999999998
2231,화류,일식,02  16447811,서울특별시 강남구 역삼동 615번지 ,"[37.5042493, 127.0269965]",76.7,85.07,82.559
2232,뉴욕프라이즈 강남역점,패스트푸드,02  446 9719,서울특별시 강남구 역삼동 821-1번지 ,"[37.4985723, 127.0280428]",79.89,62.69,67.85
2233,에비앙,경양식,02  516 6683,서울특별시 강남구 논현동 8-14,"[37.5181375, 127.0284689]",94.74,92.7,93.312
2234,발리밥,경양식,02  34442799,서울특별시 강남구 청담동 34-9번지 ,"[37.5190027, 127.0467328]",64.66,9.36,25.95
2235,화담 수제도시락,김밥(도시락),02  508 3523,서울특별시 강남구 역삼동 837-11번지 ,"[37.4909442, 127.031473]",88.07,2.41,28.107999999999997
2236,(주)삼원가든 투뿔등심 가로수길점,한식,02  515 5712,서울특별시 강남구 신사동 532-9번지 ,"[37.522825, 127.0222731]",68.81,19.93,34.594
2237,커피스미스 신논현점,경양식,02  546 7727,서울특별시 강남구 논현동 181-9번지 ,"[37.5073947, 127.0266571]",90.69,34.26,51.18899999999999
